ticket_id,customer_id,issue_category,resolution_time,customer_satisfaction,ticket_text
1286,1319,hardware,4.39,4,VPN connection dropping intermittently.
1287,1737,network,6.34,5,Blue screen error on startup.
1288,1442,network,5.19,4,Need assistance updating antivirus software.
1289,1951,software,2.23,5,Software installation fails with error code.
1290,1314,hardware,12.36,3,Need assistance updating antivirus software.
1291,1876,network,8.12,2,Unable to connect to WiFi network.
1292,1965,hardware,15.39,3,Blue screen error on startup.
1293,1740,network,6,5,Blue screen error on startup.
1294,1376,hardware,9.99,3,Need assistance updating antivirus software.
1295,1288,hardware,5.82,3,Application crashing during use.
1296,1436,software,4.11,4,Application crashing during use.
1297,1661,software,4.67,5,Laptop overheating and shutting down.
1298,1276,software,4.44,3,Application crashing during use.
1299,1709,software,5.08,4,VPN connection dropping intermittently.
1300,1581,network,9.94,1,Unable to connect to WiFi network.
1301,1502,network,9.73,1,Blue screen error on startup.
1302,1623,network,6.46,4,Keyboard keys not working properly.
1303,1515,software,4.95,4,VPN connection dropping intermittently.
1304,1349,network,9.59,1,Laptop overheating and shutting down.
1305,1842,software,6.55,4,Printer not responding to print commands.
1306,1445,hardware,8.02,3,Unable to connect to WiFi network.
1307,1829,software,6.06,4,Application crashing during use.
1308,1349,software,5.5,4,Frequent disconnections from corporate network.
1309,1606,software,3.4,5,Software installation fails with error code.
1310,1663,hardware,12.4,1,Keyboard keys not working properly.
1311,1822,hardware,10.45,1,Blue screen error on startup.
1312,1136,hardware,4.78,4,Printer not responding to print commands.
1313,1758,hardware,9.12,2,Software installation fails with error code.
1314,1898,network,8.08,3,Need assistance updating antivirus software.
1315,1242,hardware,8.18,2,Need assistance updating antivirus software.
1316,1542,software,6.84,4,Unable to connect to WiFi network.
1317,1039,network,10.53,1,Unable to connect to WiFi network.
1318,1228,hardware,8.85,4,Unable to connect to WiFi network.
1319,1547,network,7.02,2,VPN connection dropping intermittently.
1320,1919,software,4.8,5,VPN connection dropping intermittently.
1321,1222,network,7.6,3,Need assistance updating antivirus software.
1322,1005,software,4.11,4,Unable to connect to WiFi network.
1323,1321,software,1,4,Keyboard keys not working properly.
1324,1467,software,7.63,2,Laptop overheating and shutting down.
1325,1731,software,5,3,Unable to connect to WiFi network.
1326,1074,software,4.73,3,Blue screen error on startup.
1327,1003,hardware,10.98,2,Keyboard keys not working properly.
1328,1846,network,7.84,2,Blue screen error on startup.
1329,1645,software,4.35,4,Frequent disconnections from corporate network.
1330,1117,hardware,6.98,3,Need assistance updating antivirus software.
1331,1880,hardware,4.48,5,Unable to connect to WiFi network.
1332,1605,software,2.97,,Application crashing during use.
1333,1503,software,3.32,4,Software installation fails with error code.
1334,1997,hardware,11.95,1,Unable to connect to WiFi network.
1335,1946,hardware,12.17,1,Laptop overheating and shutting down.
1336,1573,software,3.68,4,Frequent disconnections from corporate network.
1337,1440,network,2.67,5,Unable to connect to WiFi network.
1338,1193,network,8.02,3,Software installation fails with error code.
1339,1846,network,7.16,4,Software installation fails with error code.
1340,1714,software,4.33,4,VPN connection dropping intermittently.
1341,1391,network,9.91,3,Laptop overheating and shutting down.
1342,1025,software,5.21,,Laptop overheating and shutting down.
1343,1434,software,3.54,5,Keyboard keys not working properly.
1344,1172,network,5.59,4,Application crashing during use.
1345,1299,hardware,9.21,1,Laptop overheating and shutting down.
1346,1644,software,3.64,4,Frequent disconnections from corporate network.
1347,1325,network,7.86,3,Application crashing during use.
1348,1409,hardware,13.08,1,VPN connection dropping intermittently.
1349,1117,network,5.24,3,Laptop overheating and shutting down.
1350,1835,software,5.13,4,VPN connection dropping intermittently.
1351,1786,software,6.37,3,Software installation fails with error code.
1352,1723,software,4.87,4,Unable to connect to WiFi network.
1353,1224,hardware,12.16,1,Laptop overheating and shutting down.
1354,1531,software,4.57,4,Software installation fails with error code.
1355,1112,software,5.26,4,Unable to connect to WiFi network.
1356,1139,network,8.88,2,Unable to connect to WiFi network.
1357,1558,network,6.86,4,Software installation fails with error code.
1358,1000,hardware,15.97,2,Blue screen error on startup.
1359,1089,software,5.87,3,Application crashing during use.
1360,1653,software,6.95,3,Blue screen error on startup.
1361,1319,software,6.61,3,Need assistance updating antivirus software.
1362,1549,software,5.49,4,Printer not responding to print commands.
1363,1804,network,10.77,2,Unable to connect to WiFi network.
1364,1893,software,5.28,3,Keyboard keys not working properly.
1365,1138,software,3.91,5,Application crashing during use.
1366,1510,network,8.03,2,Unable to connect to WiFi network.
1367,1867,network,5.99,5,Frequent disconnections from corporate network.
1368,1844,network,3.8,5,Keyboard keys not working properly.
1369,1258,software,3.72,5,Need assistance updating antivirus software.
1370,1672,hardware,10.22,1,Need assistance updating antivirus software.
1371,1901,network,10.12,2,Frequent disconnections from corporate network.
1372,1689,network,6.29,4,Software installation fails with error code.
1373,1009,software,6.52,4,Application crashing during use.
1374,1260,software,3.18,5,VPN connection dropping intermittently.
1375,1918,software,3.62,5,Application crashing during use.
1376,1649,software,7.17,3,Keyboard keys not working properly.
1377,1171,software,5.07,4,Blue screen error on startup.
1378,1897,software,4.74,4,VPN connection dropping intermittently.
1379,1012,hardware,10.71,3,Need assistance updating antivirus software.
1380,1167,hardware,6.38,4,Need assistance updating antivirus software.
1381,1641,network,7.34,2,Software installation fails with error code.
1382,1595,network,8.01,3,Printer not responding to print commands.
1383,1320,network,10.46,2,Application crashing during use.
1384,1318,software,2.49,5,Software installation fails with error code.
1385,1612,hardware,15.29,3,Keyboard keys not working properly.
1386,1328,software,4.81,4,VPN connection dropping intermittently.
1387,1784,network,5.78,3,Frequent disconnections from corporate network.
1388,1776,software,3.06,5,Unable to connect to WiFi network.
1389,1970,software,5.41,4,Blue screen error on startup.
1390,1910,network,5.31,5,Keyboard keys not working properly.
1391,1919,software,4.16,3,Unable to connect to WiFi network.
1392,1549,software,4.63,3,Application crashing during use.
1393,1418,software,6.72,3,Frequent disconnections from corporate network.
1394,1605,network,10.04,2,Need assistance updating antivirus software.
1395,1094,network,6.71,5,Software installation fails with error code.
1396,1816,software,4.68,3,VPN connection dropping intermittently.
1397,1580,network,4.81,4,Software installation fails with error code.
1398,1317,software,1.94,5,VPN connection dropping intermittently.
1399,1955,software,3.16,5,Printer not responding to print commands.
1400,1235,software,6.68,3,Printer not responding to print commands.
1401,1945,hardware,12.34,3,Software installation fails with error code.
1402,1333,software,5.58,3,VPN connection dropping intermittently.
1403,1884,network,5.08,4,VPN connection dropping intermittently.
1404,1375,software,3.93,4,Unable to connect to WiFi network.
1405,1458,software,3.71,5,Software installation fails with error code.
1406,1136,software,4.75,5,Laptop overheating and shutting down.
1407,1929,network,7.54,2,Application crashing during use.
1408,1587,hardware,6.99,3,Need assistance updating antivirus software.
1409,1994,software,5.52,4,Printer not responding to print commands.
1410,1546,network,8.46,3,Laptop overheating and shutting down.
1411,1512,network,6.54,4,Printer not responding to print commands.
1412,1295,network,8.61,2,Frequent disconnections from corporate network.
1413,1319,hardware,13.37,1,Printer not responding to print commands.
1414,1917,network,10.86,1,Keyboard keys not working properly.
1415,1571,network,8.98,2,Printer not responding to print commands.
1416,1831,hardware,11.38,3,Unable to connect to WiFi network.
1417,1348,software,4.64,3,Laptop overheating and shutting down.
1418,1839,network,10.06,1,Frequent disconnections from corporate network.
1419,1778,network,5.86,3,VPN connection dropping intermittently.
1420,1872,network,9.83,1,VPN connection dropping intermittently.
1421,1228,network,7.42,3,Frequent disconnections from corporate network.
1422,1269,software,7.24,3,Blue screen error on startup.
1423,1827,network,9.18,1,Software installation fails with error code.
1424,1797,network,7.86,2,Blue screen error on startup.
1425,1290,software,4.65,3,Laptop overheating and shutting down.
1426,1724,software,5.79,4,Printer not responding to print commands.
1427,1164,software,5.72,4,VPN connection dropping intermittently.
1428,1004,software,4.4,3,Unable to connect to WiFi network.
1429,1850,software,5.14,4,Blue screen error on startup.
1430,1378,software,6.34,4,Printer not responding to print commands.
1431,1077,software,2.95,5,Need assistance updating antivirus software.
1432,1409,software,6.09,5,Software installation fails with error code.
1433,1573,hardware,11.56,1,Frequent disconnections from corporate network.
1434,1131,network,10.37,1,Printer not responding to print commands.
1435,1600,software,3.93,4,Software installation fails with error code.
1436,1748,network,8.01,3,Software installation fails with error code.
1437,1041,software,5.31,5,VPN connection dropping intermittently.
1438,1088,software,6.11,4,VPN connection dropping intermittently.
1439,1401,hardware,11.29,1,Laptop overheating and shutting down.
1440,1295,network,5.52,4,Need assistance updating antivirus software.
1441,1839,software,5.44,3,Frequent disconnections from corporate network.
1442,1294,software,8.01,2,Software installation fails with error code.
1443,1615,software,5.92,4,Laptop overheating and shutting down.
1444,1525,software,7.46,2,Keyboard keys not working properly.
1445,1799,software,6.56,3,Blue screen error on startup.
1446,1690,software,7.04,3,Application crashing during use.
1447,1636,software,5.46,3,Software installation fails with error code.
